Invoice Part Number,Invoice Part Description,Category,Ordered Qty,Rate,Price,Status
341368,SHOCK R R/L LANCER 02-07,Shock / Strut,104,9.45,18.90,Active
341425,SHOCK R R/L LANCER 08-11,Shock / Strut,104,11.92,23.84,Active
344404,SHOCK R R/L LIBERTY 12-02,Shock / Strut,100,10.64,21.28,Active
343412,SHOCK R R/L MAZDA 3 04-09,Shock / Strut,200,9.77,19.54,Active
4162A219,SHOCK R R/L MIRAGE 14,Shock / Strut,320,14.89,29.78,Active
341140,SHOCK R R/L MIRAGE 93-95,Shock / Strut,800,10.26,20.52,Active
341348,SHOCK R R/L OUTLANDER 05,Shock / Strut,104,11.09,22.18,Active
344045,SHOCK R R/L PATHFINDER 83-89,Shock / Strut,100,8.98,17.96,Active
343379,SHOCK R R/L PATHFINDER 99-04,Shock / Strut,100,10.17,20.34,Active
343272,SHOCK R R/L RAV4 02-05,Shock / Strut,100,9.40,18.80,Active
349024,SHOCK R R/L RAV4 06-18,Shock / Strut,100,10.26,20.52,Active
349097,SHOCK R R/L ROQUE 08-12,Shock / Strut,100,10.46,20.92,Active
341279,SHOCK R R/L SENTRA 00-06,Shock / Strut,104,11.26,22.52,Active
232027,SHOCK R R/L SWIFT 89-94,Shock / Strut,100,13.60,27.20,Active
343493,SHOCK R R/L SX4 07-13,Shock / Strut,300,13.50,27.00,Active
341125,SHOCK R R/L TERCEL 91-94,Shock / Strut,104,10.13,20.26,Active
341191,SHOCK R R/L TERCEL 95-99,Shock / Strut,312,10.26,20.52,Active
341448,SHOCK R R/L Toy CORO 09-10 REAR,Shock / Strut,208,12.62,25.24,Active
554384,SHOCK R R/L VELOSTER 12-17,Shock / Strut,100,8.65,17.30,Active
348029,SHOCK R R/L VERSA 14-09,Shock / Strut,100,8.77,17.54,Active
343442,SHOCK R R/L YARIS 06-13,Shock / Strut,200,9.45,18.90,Active
333356,SHOCK R RH AERIO 02-07,Shock / Strut,216,15.73,31.46,Active
334133,SHOCK R RH CAMRY 92-01,Shock / Strut,104,17.61,35.22,Active
234059,SHOCK R RH COROLLA 93-02,Shock / Strut,520,14.84,29.68,Active
333207,SHOCK R RH ELANTRA 96-00,Shock / Strut,108,16.40,32.80,Active
334428,SHOCK R RH HIGLANDER 01-03,Shock / Strut,104,19.70,39.40,Active
333276,SHOCK R RH PROTEGE 99-03,Shock / Strut,102,15.71,31.42,Active
341198,�SHOCK RR L/R CIVIC 96-00,Shock / Strut,104,10.98,21.96,Active
334389,SHOCK RR LH CAMRY 04-06,Shock / Strut,100,18.72,37.44,Active
234032,SHOCK RR LH COROLLA 88-92,Shock / Strut,216,15.87,31.74,Active
334385,SHOCK RR LH HIGHLANDER 04-07,Shock / Strut,100,18.86,37.72,Active
333216,�SHOCK RR LH SUZUKI ESTEEN 95-02 LH,Shock / Strut,108,14.52,29.04,Active
344479,SHOCK RR NISSAN QUEST 04-09 REAR,Shock / Strut,100,10.25,20.50,Active
348002,SHOCK RR R/L ACCENT 06-11,Shock / Strut,200,9.48,18.96,Active
349075,SHOCK RR R/L ALTIMA 07-15,Shock / Strut,100,11.18,22.36,Active
343460,SHOCK RR R/L CIVIC 06-11,Shock / Strut,100,11.33,22.66,Active
341293,�SHOCK RR R/L GALANT 99-03,Shock / Strut,208,10.92,21.84,Active
341654,SHOCK RR R/L JEEP DODGE CALIBER 07-12,Shock / Strut,104,11.44,22.88,Active
341444,"SHOCK RR R/L LANCER DE,E 08-10",Shock / Strut,208,10.51,21.02,Active
344300,SHOCK RR R/L MONTERO 01-06,Shock / Strut,100,10.51,21.02,Active
341457,SHOCK RR R/L SCION TC 05,Shock / Strut,104,11.63,23.26,Active
343395,SHOCK RR R/L T. BLAZER 02-09,Shock / Strut,100,10.11,20.22,Active
343465,SHOCK RR R/L VERSA 07-12,Shock / Strut,100,8.91,17.82,Active
344440,SHOCK RR R/L XL7 02-06,Shock / Strut,100,8.83,17.66,Active
334388,SHOCK RR RH CAMRY 04-06,Shock / Strut,100,18.72,37.44,Active
234031,�SHOCK RR RH COROL 88-92,Shock / Strut,216,15.87,31.74,Active
334384,SHOCK RR RH HIGHLANDER 04-07,Shock / Strut,100,18.86,37.72,Active
333215,�SHOCK RR SUZUKI ESTEEN 95-02 RH,Shock / Strut,108,14.52,29.04,Active
339044,SHOCK TOYOTA CAMRY 07-11 LH,Shock / Strut,100,17.18,34.36,Active
339043,SHOCK TOYOTA CAMRY 07-11 RH,Shock / Strut,100,17.18,34.36,Active
349085,SHOCKS R R/L ELANTRA 10-07,Shock / Strut,100,9.88,19.76,Active
341454,SHOCKS REAR MITS.OUTLANDER 08-11 REAR,Shock / Strut,208,11.30,22.60,Active
349035,SHOCKTOYOTA PRIUS 2010-15,Shock / Strut,100,9.08,18.16,Active
334505,STRUT KIA REAR SPORTAGE 05-10 LH,Shock / Strut,100,18.83,37.66,Active
334504,STRUT KIA REAR SPORTAGE 05-10 RH,Shock / Strut,100,18.83,37.66,Active
3340047,TOYOTA COROLLA F /R 14-16,Shock / Strut,400,15.98,31.96,Active
3340048,TOYOTA COROLLA F/L 14-16,Shock / Strut,400,15.98,31.96,Active
334242,TOYOTA RAV4 ALL 98-02 LH,Shock / Strut,100,17.96,35.92,Active
334241,TOYOTA RAV4 ALL 98-02 RH,Shock / Strut,100,17.96,35.92,Active
546104D000,B/SHK SEDONA 06-10,Shock / Strut Mount,100,12.79,25.58,Active
546101G500,BASE SH LH BRIO/RIO 06-FR,Shock / Strut Mount,100,7.01,14.02,Active
553111G000,BASE SH REAR BRIO/RIO 06-,Shock / Strut Mount,100,4.95,9.90,Active
546111J000,BASE SHK (GOMA) ACCENT 12-,Shock / Strut Mount,100,6.34,12.68,Active
546232K000,BASE SHK BRIO 2012-FRONT,Shock / Strut Mount,100,1.73,3.46,Active
54610F2000,BASE SHK FRT ELANTRA 17-19,Shock / Strut Mount,100,13.80,27.60,Active
54610D3000,BASE SHK FRT TUCSON 16-,Shock / Strut Mount,100,10.61,21.22,Active
546102M000,BASE SHK GENESIS COUPE 10-12 F,Shock / Strut Mount,100,9.15,18.30,Active
546101G550,BASE SHK RH BRIO/RIO 06-,Shock / Strut Mount,100,6.61,13.22,Active
546202K000,BASE SHK RIO 12-16/ACCENT 12-S,Shock / Strut Mount,100,1.87,3.74,Active
546102S100,BASE SHK TUCSON 10-13 SPORTAGE,Shock / Strut Mount,100,8.76,17.52,Active
546103X200,BASE SHK VELOSTER 2012-++,Shock / Strut Mount,100,8.76,17.52,Active
546102H300,BASE SHOCK ELANTRA 07-12,Shock / Strut Mount,100,9.69,19.38,Active
546102C000,BASE SHOCK TIBURON 03-08,Shock / Strut Mount,100,11.28,22.56,Active
553302S150,BRACKET ASSY-RR,Shock / Strut Mount,100,8.56,17.12,Active
55330D9000,BRACKET-SHOCK ABSORBER MTG,Shock / Strut Mount,100,6.48,12.96,Active
553302H000,"BUSH-RR TRAILING ARM,RH",Shock / Strut Mount,100,10.80,21.60,Active
546102P500,INSULATOR ASSY-STRUT,Shock / Strut Mount,100,11.67,23.34,Active
546102T000,INSULATOR ASSY-STRUT,Shock / Strut Mount,100,10.23,20.46,Active
546102W000,INSULATOR ASSY-STRUT,Shock / Strut Mount,100,10.89,21.78,Active
546122P000,INSULATOR ASSY-STRUT,Shock / Strut Mount,100,6.74,13.48,Active
339124,RH SHOCK ABSORBERS OUTL 08-11,Shock / Strut Mount,108,17.06,34.12,Active
546122C000,WASHER BASE SHK RIO/BRIO 06-11,Shock / Strut Mount,100,7.76,15.52,Active
546123R000,WASHER BASE SHK TUCSON 10-SPOR,Shock / Strut Mount,100,7.43,14.86,Active
964202D500,SPEED SENSOR ELANTRA 00-TIBURO,Speed Sensor,100,7.09,14.18,Active
548121G000,BEARING-STRUT,Sway Bar Bushing,100,1.21,2.42,Active
555131F000,BRACKET-SHOCK ABSORBER MTG,Sway Bar Bushing,100,2.76,5.52,Active
548131F000,BUSH-STABILIZER BAR,Sway Bar Bushing,100,1.47,2.94,Active
548131W000,BUSH-STABILIZER BAR,Sway Bar Bushing,100,1.99,3.98,Active
548132C100,BUSH-STABILIZER BAR,Sway Bar Bushing,100,1.64,3.28,Active
548132S000,BUSH-STABILIZER BAR,Sway Bar Bushing,100,1.38,2.76,Active
548132T000,BUSH-STABILIZER BAR,Sway Bar Bushing,100,2.86,5.72,Active
548132V000,BUSH-STABILIZER BAR,Sway Bar Bushing,100,1.46,2.92,Active
548132W100,BUSH-STABILIZER BAR,Sway Bar Bushing,100,2.33,4.66,Active
548132Y000,BUSH-STABILIZER BAR,Sway Bar Bushing,100,1.21,2.42,Active
548133K000,BUSH-STABILIZER BAR,Sway Bar Bushing,100,1.51,3.02,Active
548133K200,BUSH-STABILIZER BAR,Sway Bar Bushing,100,1.41,2.82,Active
548133S110,BUSH-STABILIZER BAR,Sway Bar Bushing,100,1.99,3.98,Active
548133X500,BUSH-STABILIZER BAR,Sway Bar Bushing,100,1.38,2.76,Active
555132G100,BUSH-STABILIZER BAR,Sway Bar Bushing,100,1.73,3.46,Active
555132S000,BUSH-STABILIZER BAR,Sway Bar Bushing,100,1.51,3.02,Active
555133L000,BUSH-STABILIZER BAR,Sway Bar Bushing,100,1.73,3.46,Active
555133N100,BUSH-STABILIZER BAR,Sway Bar Bushing,100,2.07,4.14,Active
555432H000,BUSH-STABILIZER BAR,Sway Bar Bushing,100,7.61,15.22,Active
"54830-1G500
",LH -Link Estabilizadora Front- Hyundai,Sway Bar Link,200,2.95,5.90,Active
"54830-25010
",LH -Link Estabilizadora Front- Hyundai,Sway Bar Link,200,2.95,5.90,Active
"54830-26100
",LH -Link Estabilizadora Front- Hyundai,Sway Bar Link,200,2.95,5.90,Active
"54830-2B000
",LH -Link Estabilizadora Front- Hyundai,Sway Bar Link,300,4.79,9.58,Active
"54830-2C000
",LH -Link Estabilizadora Front- Hyundai,Sway Bar Link,150,5.44,10.88,Active
"54830-2T000
",LH -Link Estabilizadora Front- Hyundai,Sway Bar Link,300,4.07,8.14,Active
"54830-3M000
",LH -Link Estabilizadora Front- Hyundai,Sway Bar Link,50,2.95,5.90,Active
"54830-3R000
",LH -Link Estabilizadora Front- Hyundai,Sway Bar Link,300,4.16,8.32,Active
"54830-C1000
",LH -Link Estabilizadora Front- Hyundai,Sway Bar Link,300,4.47,8.94,Active
"0K2N1-34-170A
",LH -Link Estabilizadora Front- Kia,Sway Bar Link,80,2.95,5.90,Active
"0K33C-34-160A
",LH -Link Estabilizadora Front- Kia,Sway Bar Link,50,2.95,5.90,Active
"54811-3E010
",LH -Link Estabilizadora Front- Kia,Sway Bar Link,80,2.85,5.70,Active
"54830-2F000
",LH -Link Estabilizadora Front- Kia,Sway Bar Link,50,2.89,5.78,Active
"55530-26600
",LH -Link Estabilizadora Rear- Hyundai,Sway Bar Link,50,2.78,5.56,Active
"55530-C1100
",LH -Link Estabilizadora Rear- Hyundai,Sway Bar Link,200,3.18,6.36,Active
"55580-3E000
",LH -Link Estabilizadora Rear- Kia,Sway Bar Link,100,2.87,5.74,Active
"54830-29000
",LH/RH -Link Estabilizadora Front- Hyundai,Sway Bar Link,200,2.95,5.90,Active
"54830-2S200
",LH/RH -Link Estabilizadora Front- Hyundai,Sway Bar Link,300,4.67,9.34,Active
"54830-3Q000
",LH/RH -Link Estabilizadora Front- Hyundai,Sway Bar Link,200,2.95,5.90,Active
"54830-4L000
",LH/RH -Link Estabilizadora Front- Hyundai,Sway Bar Link,300,4.44,8.88,Active
"55530-29000
",LH/RH -Link Estabilizadora Rear- Hyundai,Sway Bar Link,50,2.60,5.20,Active
"55530-2B200
",LH/RH -Link Estabilizadora Rear- Hyundai,Sway Bar Link,100,2.76,5.52,Active
"55530-38600
",LH/RH -Link Estabilizadora Rear- Hyundai,Sway Bar Link,200,2.65,5.30,Active
"54830-2D000
",Link Estabilizadora Front- Hyundai,Sway Bar Link,100,2.95,5.90,Active
"54830-2E100
",Link Estabilizadora Front- Hyundai,Sway Bar Link,200,2.95,5.90,Active
"54830-2H200
",Link Estabilizadora Front- Hyundai,Sway Bar Link,200,2.95,5.90,Active
"54830-2W000
",Link Estabilizadora Front- Hyundai,Sway Bar Link,300,4.96,9.92,Active
"54830-3K010
",Link Estabilizadora Front- Hyundai,Sway Bar Link,150,5.70,11.40,Active
"54810-3E000
",Link Estabilizadora Front- Kia,Sway Bar Link,50,2.55,5.10,Active
"55530-2E000
",Link Estabilizadora Rear- Hyundai,Sway Bar Link,200,2.84,5.68,Active
"55530-2G000
",Link Estabilizadora Rear- Hyundai,Sway Bar Link,200,2.76,5.52,Active
"55530-2H200
",Link Estabilizadora Rear- Hyundai,Sway Bar Link,100,2.76,5.52,Active
"55530-3K002
",Link Estabilizadora Rear- Hyundai,Sway Bar Link,80,2.59,5.18,Active
"55530-4D000
",Link Estabilizadora Rear- Hyundai,Sway Bar Link,50,2.89,5.78,Active
"55830-25000
",Link Estabilizadora Rear- Hyundai,Sway Bar Link,80,2.26,4.52,Active
548302H100,LINK FRT ELANTRA 07-09,Sway Bar Link,100,6.09,12.18,Active
548302M001,LINK FRT GENESIS COUPE 10-12,Sway Bar Link,100,6.69,13.38,Active
548302V000,LINK FRT KIA/HYUNDAI 14-17,Sway Bar Link,100,7.85,15.70,Active
548300U000,LINK KIT ELANTRA 12-ACCENT 12-,Sway Bar Link,100,7.18,14.36,Active
MB809230,LINK LH LOW RR MIRAGE 93-�MIRAGE 93-02,Sway Bar Link,199,27.69,55.38,Active
MB809231,LINK RH LOW RR MIRAGE 93-�MIRAGE 93-01,Sway Bar Link,200,29.59,59.18,Active
"54830-25020
",RH -Link Estabilizadora Front- Hyundai,Sway Bar Link,200,2.95,5.90,Active
"54840-26100
",RH -Link Estabilizadora Front- Hyundai,Sway Bar Link,60,2.95,5.90,Active
"54840-2B000
",RH -Link Estabilizadora Front- Hyundai,Sway Bar Link,300,4.72,9.44,Active
"54840-2C000
",RH -Link Estabilizadora Front- Hyundai,Sway Bar Link,130,5.83,11.66,Active
"54840-2T000
",RH -Link Estabilizadora Front- Hyundai,Sway Bar Link,300,4.07,8.14,Active
"54840-3M000
",RH -Link Estabilizadora Front- Hyundai,Sway Bar Link,30,2.95,5.90,Active
"54840-C1000
",RH -Link Estabilizadora Front- Hyundai,Sway Bar Link,160,5.81,11.62,Active
"0K2N1-34-150A
",RH -Link Estabilizadora Front- Kia,Sway Bar Link,80,2.95,5.90,Active
"0K33C-34-150A
",RH -Link Estabilizadora Front- Kia,Sway Bar Link,50,2.95,5.90,Active
"54811-3E060
",RH -Link Estabilizadora Front- Kia,Sway Bar Link,80,2.85,5.70,Active
"54830-2K000
",RH -Link Estabilizadora Front- Kia,Sway Bar Link,200,2.92,5.84,Active
"54840-2F000
",RH -Link Estabilizadora Front- Kia,Sway Bar Link,50,2.89,5.78,Active
"54840-2K000
",RH -Link Estabilizadora Front- Kia,Sway Bar Link,200,2.92,5.84,Active
"54840-4D000
",RH -Link Estabilizadora Front- Kia,Sway Bar Link,200,3.08,6.16,Active
"55540-26600
",RH -Link Estabilizadora Rear- Hyundai,Sway Bar Link,50,2.78,5.56,Active
"55540-C1100
",RH -Link Estabilizadora Rear- Hyundai,Sway Bar Link,200,3.18,6.36,Active
"55580-3E050
",RH -Link Estabilizadora Rear- Kia,Sway Bar Link,100,2.87,5.74,Active
0K50F18840,COOLANT SENSOR RIO 01-05,Temperature Sender / Sensor,100,3.91,7.82,Active
255002B000,TERMOSTATO ACCENT 12-VELOSTER/,Thermostat,100,4.58,9.16,Active
255003C100,THERMOSTAT ASSY,Thermostat,100,8.64,17.28,Active
256313CAA0,FITTING-COOLANT INLET,Thermostat Housing / Water Outlet,100,2.94,5.88,Active
256312B051,WATER INLET ACCENT/VELOSTER 12,Thermostat Housing / Water Outlet,100,3.82,7.64,Active
"56820-21100
",L/R -Terminal Afuera- Hyundai,Tie Rod End,80,3.67,7.34,Active
"56820-3K500
",LH 80010 -Terminal Afuera- Hyundai,Tie Rod End,100,5.58,11.16,Active
"56820-0U500
",LH -Terminal Afuera- Hyundai,Tie Rod End,200,5.44,10.88,Active
"56820-1E000
",LH -Terminal Afuera- Hyundai,Tie Rod End,200,4.98,9.96,Active
"56820-2E000
",LH -Terminal Afuera- Hyundai,Tie Rod End,100,5.40,10.80,Active
"56820-2H090
",LH -Terminal Afuera- Hyundai,Tie Rod End,200,5.40,10.80,Active
"56820-2S000
",LH -Terminal Afuera- Hyundai,Tie Rod End,200,5.68,11.36,Active
"57724-1G000
",LH -Terminal R/Pinion- Kia,Tie Rod End,200,4.22,8.44,Active
"56820-3X000
",minal Afuera- Hyundai,Tie Rod End,200,5.44,10.88,Active
"56820-3X090
",minal Afuera- Hyundai,Tie Rod End,200,5.44,10.88,Active
"56820-3K510
",RH 80010 -Terminal Afuera- Hyundai,Tie Rod End,100,5.58,11.16,Active
"56820-0U590
",RH -Terminal Afuera- Hyundai,Tie Rod End,200,5.44,10.88,Active
"56820-1E900
",RH -Terminal Afuera- Hyundai,Tie Rod End,200,4.98,9.96,Active
"56820-2E900
",RH -Terminal Afuera- Hyundai,Tie Rod End,100,5.40,10.80,Active
"56820-2H000
",RH -Terminal Afuera- Hyundai,Tie Rod End,200,5.40,10.80,Active
"56820-2S050
",RH -Terminal Afuera- Hyundai,Tie Rod End,200,5.68,11.36,Active
"57724-1G100
",RH -Terminal R/Pinion- Kia,Tie Rod End,200,4.22,8.44,Active
"56820-25000
",Terminal Afuera- Hyundai,Tie Rod End,200,3.56,7.12,Active
"56820-38000
",Terminal Afuera- Hyundai,Tie Rod End,80,4.60,9.20,Active
"56820-38900
",Terminal Afuera- Hyundai,Tie Rod End,80,4.60,9.20,Active
"56540-0U500
",Terminal R/Pinion- Hyundai,Tie Rod End,200,4.33,8.66,Active
"56540-2H000
",Terminal R/Pinion- Hyundai,Tie Rod End,300,5.45,10.90,Active
"56540-3X000
",Terminal R/Pinion- Hyundai,Tie Rod End,300,5.55,11.10,Active
"57724-1E000
",Terminal R/Pinion- Hyundai,Tie Rod End,200,4.27,8.54,Active
"57724-2B000
",Terminal R/Pinion- Hyundai,Tie Rod End,200,4.33,8.66,Active
"57724-2D000
",Terminal R/Pinion- Hyundai,Tie Rod End,200,4.33,8.66,Active
"57724-2E000
",Terminal R/Pinion- Hyundai,Tie Rod End,200,4.27,8.54,Active
"57724-2W000
",Terminal R/Pinion- Hyundai,Tie Rod End,100,4.22,8.44,Active
"57724-38010
",Terminal R/Pinion- Hyundai,Tie Rod End,100,4.54,9.08,Active
"57724-3K000
",Terminal R/Pinion- Hyundai,Tie Rod End,100,4.27,8.54,Active
"57755-25000
",Terminal R/Pinion- Hyundai,Tie Rod End,200,4.22,8.44,Active
"56540-1G000
",Terminal R/Pinion- Kia,Tie Rod End,200,4.22,8.44,Active
"56540-2K000
",Terminal R/Pinion- Kia,Tie Rod End,200,4.27,8.54,Active
"56540-A7000
",Terminal R/Pinion- KIA,Tie Rod End,200,4.27,8.54,Active
"KDX50-32-240B
",Terminal R/Pinion- Kia,Tie Rod End,50,4.27,8.54,Active
219502S000,BRKT ASSY-ROLL ROD,Torque Strut Mount,60,31.80,63.60,Active
219502S100,BRKT ASSY-ROLL ROD,Torque Strut Mount,60,31.80,63.60,Active
219503X000,BRKT ASSY-ROLL ROD,Torque Strut Mount,60,20.23,40.46,Active
219501R000,HUESO MOTOR ACCENT 2012-BRIO,Torque Strut Mount,100,15.48,30.96,Active
218301G000,BRACKET ASSY-TRANSAXLE MTG,Transmission Mount,50,24.07,48.14,Active
218301G200,BRACKET ASSY-TRANSAXLE MTG,Transmission Mount,30,27.02,54.04,Active
218302H100,BRACKET ASSY-TRANSAXLE MTG,Transmission Mount,30,25.68,51.36,Active
218302P400,BRACKET ASSY-TRANSAXLE MTG,Transmission Mount,30,40.09,80.18,Active
218302S000,BRACKET ASSY-TRANSAXLE MTG,Transmission Mount,30,31.68,63.36,Active
218303S100,S/SONATA 2.4L 11-LH WO/SPORT.S,Transmission Mount,60,29.91,59.82,Active
218323M300,S/TRANS GENESIS 09-14 AT,Transmission Mount,10,13.30,26.60,Active
218303K000,S/TRANS SONATA 06-4CYL,Transmission Mount,30,17.74,35.48,Active
218303Q750,S/TRANS.LH SONATA 2.0LT 11-,Transmission Mount,30,27.91,55.82,Active
491404A000,UNION SANTAFE 01-07 V6,Universal Joint,100,15.90,31.80,Active
224102G100,COVER ASSY-ROCKER,Valve Cover,20,27.48,54.96,Active
224412B610,GASKET-ROCKER COVER,Valve Cover Gasket,100,6.92,13.84,Active
224412G000,GASKET-ROCKER COVER,Valve Cover Gasket,40,4.47,8.94,Active
224412G100,GASKET-ROCKER COVER,Valve Cover Gasket,100,6.14,12.28,Active
224533C110,GASKET-ROCKER COVER LH,Valve Cover Gasket,100,7.00,14.00,Active
224533C710,GASKET-ROCKER COVER LH,Valve Cover Gasket,100,4.80,9.60,Active
224413C110,GASKET-ROCKER COVER RH,Valve Cover Gasket,100,7.00,14.00,Active
224413C710,GASKET-ROCKER COVER RH,Valve Cover Gasket,100,4.80,9.60,Active
243552G000,OIL CONTROL VALVE ASSY,Variable Valve Timing (VVT) Solenoid / Actuator,100,30.97,61.94,Active
243752G500,OIL FLOW CONTROL VALVE-EXH,Variable Valve Timing (VVT) Solenoid / Actuator,100,30.97,61.94,Active
243552G500,OIL FLOW CONTROL VALVE-INT,Variable Valve Timing (VVT) Solenoid / Actuator,100,30.97,61.94,Active
243603CAA2,VTTI SELENOID HYUNDAI/KIA 12-1,Variable Valve Timing (VVT) Solenoid / Actuator,100,33.92,67.84,Active
243553C200,VVTI SELENOID HYUNDAI/KIA 06-1,Variable Valve Timing (VVT) Solenoid / Actuator,100,34.17,68.34,Active
243553C100,VVTI SELENOID KIA/HYUNDAI 06-1,Variable Valve Timing (VVT) Solenoid / Actuator,100,34.17,68.34,Active
243603CAB2,VVTI SELENOIN HYUNDAI/KIA 12-1,Variable Valve Timing (VVT) Solenoid / Actuator,100,33.92,67.84,Active
251002G510,B/AGUA OPTIMA 11-15/SORENTO 11,Water Pump,100,38.70,77.40,Active
251002B700,B/AGUA RIO 12-16/SOUL 10-16/VE,Water Pump,100,24.11,48.22,Active
251002G400,B/AGUA S/FE 2.0L 13-/SONATA 11,Water Pump,100,37.70,75.40,Active
251003C121,B/AGUA SEDONA 06-,Water Pump,100,45.41,90.82,Active
251102C400,PUMP ASSY-COOLENT,Water Pump,100,48.06,96.12,Active
517202D000,C/B.FW ELANTRA 01-,Wheel Bearing,50,19.84,39.68,Active
517202H000,C/B.FW ELANTRA 07-08,Wheel Bearing,100,20.42,40.84,Active
517203A200,C/B.FW KIA AMANTI 04-V6,Wheel Bearing,50,21.60,43.20,Active
527302H000,C/BOLA RW ELANTRA 07-,Wheel Bearing,80,47.09,94.18,Active
527501G000/500,BUJE RW BRIO 06-WO/ABS,Wheel Bearing & Hub,100,38.02,76.04,Active
527103X000,BUJE RW ELANTRA SEDAN 11-12,Wheel Bearing & Hub,100,38.53,77.06,Active
527102C101,BUJE RW TIBURON 03-W/ABS,Wheel Bearing & Hub,10,35.82,71.64,Active
527102C001,BUJE RW TIBURON 03-WO/ABS,Wheel Bearing & Hub,10,35.51,71.02,Active
527102D000/01,BUJE TRAS.ELANTRA 2001-,Wheel Bearing & Hub,40,34.34,68.68,Active
527500U000,CAJA BOLAS RR ACCENT 2012-RIO,Wheel Bearing & Hub,100,37.44,74.88,Active
517503A000,BUJE FRT SANTA FE 2001,Wheel Hub,50,15.96,31.92,Active
517503K000,BUJE FW SONATA V6 06-12/AZERA,Wheel Hub,50,24.53,49.06,Active
517501J000,CYLINDER ASSY-CLUTCH MASTER,Wheel Hub,100,20.40,40.80,Active
517501P000,HUB ASSY-FR WHEEL,Wheel Hub,100,20.31,40.62,Active
517502C003,HUB ASSY-FR WHEEL,Wheel Hub,100,21.54,43.08,Active
517502D003,HUB ASSY-FR WHEEL,Wheel Hub,40,18.39,36.78,Active
517502H000,HUB ASSY-FR WHEEL,Wheel Hub,50,17.92,35.84,Active
517503J000,HUB ASSY-FR WHEEL,Wheel Hub,100,58.52,117.04,Active
51750A5000,HUB ASSY-FR WHEEL,Wheel Hub,40,23.68,47.36,Active
51750B1050,HUB ASSY-FR WHEEL,Wheel Hub,10,76.93,153.86,Active
527102C305,HUB ASSY-FR WHEEL,Wheel Hub,30,36.56,73.12,Active
527732G000,HUB ASSY-RR WHEEL,Wheel Hub,100,3.07,6.14,Active
517503D000,HUB-FR WHEEL,Wheel Hub,50,21.08,42.16,Active
